ID,Layer,Weight
9558663,Diffusion_L3,1
11657619,Diffusion_L3,1
10909708,Diffusion_L3,1
6895311,Diffusion_L3,1
10406980,Diffusion_L3,1
8964024,Diffusion_L3,1
11024331,Diffusion_L3,1
10829052,Diffusion_L3,1
11516606,Diffusion_L3,1
12216827,Diffusion_L3,1
8965685,Diffusion_L3,1
11590418,Diffusion_L3,1
12289584,Diffusion_L3,1
11445294,Diffusion_L3,1
10523879,Diffusion_L3,1
10229313,Diffusion_L3,1
11750962,Diffusion_L3,1
9551791,Diffusion_L3,1
6819261,Diffusion_L3,1
10071689,Diffusion_L3,1
12135862,Diffusion_L3,1
11711662,Diffusion_L3,1
12405675,Diffusion_L3,1
9072929,Diffusion_L3,1
7792621,Diffusion_L3,1
11765209,Diffusion_L3,1
11615284,Diffusion_L3,1
8559942,Diffusion_L3,1
11627286,Diffusion_L3,1
7355524,Diffusion_L3,1
11023043,Diffusion_L3,1
11577652,Diffusion_L3,1
11822778,Diffusion_L3,1
9639166,Diffusion_L3,1
10782848,Diffusion_L3,1
11423886,Diffusion_L3,1
9952673,Diffusion_L3,1
12314681,Diffusion_L3,1
10703274,Diffusion_L3,1
11778149,Diffusion_L3,1
11747912,Diffusion_L3,1
8185275,Diffusion_L3,1
9457717,Diffusion_L3,1
9779313,Diffusion_L3,1
12244963,Diffusion_L3,1
12260023,Diffusion_L3,1
8654433,Diffusion_L3,1
10950047,Diffusion_L3,1
11809213,Diffusion_L3,1
11308961,Diffusion_L3,1
10521021,Diffusion_L3,1
10118618,Diffusion_L3,1
7684916,Diffusion_L3,1
10567748,Diffusion_L3,1
12143781,Diffusion_L3,1
10175477,Diffusion_L3,1
8525703,Diffusion_L3,1
9558667,Diffusion_L3,1
9551788,Diffusion_L3,1
11113887,Diffusion_L3,1
12139063,Diffusion_L3,1
9942481,Diffusion_L3,1
9864905,Diffusion_L3,1
9341846,Diffusion_L3,1
10725312,Diffusion_L3,1
11720180,Diffusion_L3,1
11698770,Diffusion_L3,1
10288724,Diffusion_L3,1
11756335,Diffusion_L3,1
11682313,Diffusion_L3,1
9156473,Diffusion_L3,1
10859375,Diffusion_L3,1
7053797,Diffusion_L3,1
11538460,Diffusion_L3,1
11155210,Diffusion_L3,1
10691219,Diffusion_L3,1
9340156,Diffusion_L3,1
7379165,Diffusion_L3,1
11863311,Diffusion_L3,1
7815326,Diffusion_L3,1
12204932,Diffusion_L3,1
9561797,Diffusion_L3,1
12131500,Diffusion_L3,1
11875012,Diffusion_L3,1
9440586,Diffusion_L3,1
8366135,Diffusion_L3,1
9900490,Diffusion_L3,1
10088675,Diffusion_L3,1
7990283,Diffusion_L3,1
10914950,Diffusion_L3,1
12379834,Diffusion_L3,1
9481344,Diffusion_L3,1
11416512,Diffusion_L3,1
9185354,Diffusion_L3,1
12210153,Diffusion_L3,1
12069399,Diffusion_L3,1
11501773,Diffusion_L3,1
12387403,Diffusion_L3,1
9417080,Diffusion_L3,1
12250526,Diffusion_L3,1
9485433,Diffusion_L3,1
10516708,Diffusion_L3,1
11079846,Diffusion_L3,1
11138969,Diffusion_L3,1
11198432,Diffusion_L3,1
8565978,Diffusion_L3,1
10970035,Diffusion_L3,1
10858042,Diffusion_L3,1
10528122,Diffusion_L3,1
8060017,Diffusion_L3,1
7711355,Diffusion_L3,1
9958951,Diffusion_L3,1
12236528,Diffusion_L3,1
10984544,Diffusion_L3,1
11675494,Diffusion_L3,1
8615154,Diffusion_L3,1
10621981,Diffusion_L3,1
10926756,Diffusion_L3,1
7804980,Diffusion_L3,1
11558693,Diffusion_L3,1
10095930,Diffusion_L3,1
10247547,Diffusion_L3,1
10422649,Diffusion_L3,1
11205080,Diffusion_L3,1
10732407,Diffusion_L3,1
12087061,Diffusion_L3,1
12382188,Diffusion_L3,1
11582312,Diffusion_L3,1
D857745,Diffusion_L3,1
9393917,Diffusion_L3,1
10151838,Diffusion_L3,1
8498796,Diffusion_L3,1
11445232,Diffusion_L3,1
10627915,Diffusion_L3,1
9965534,Diffusion_L3,1
11417005,Diffusion_L3,1
12287913,Diffusion_L3,1
10076706,Diffusion_L3,1
9483506,Diffusion_L3,1
8019505,Diffusion_L3,1
9514378,Diffusion_L3,1
12073147,Diffusion_L3,1
12271517,Diffusion_L3,1
9245448,Diffusion_L3,1
11297426,Diffusion_L3,1
10861248,Diffusion_L3,1
11163361,Diffusion_L3,1
7551103,Diffusion_L3,1
11983458,Diffusion_L3,1
7207588,Diffusion_L3,1
11934569,Diffusion_L3,1
11226413,Diffusion_L3,1
10824238,Diffusion_L3,1
7616781,Diffusion_L3,1
10005394,Diffusion_L3,1
10587430,Diffusion_L3,1
12126970,Diffusion_L3,1
8508383,Diffusion_L3,1
12022056,Diffusion_L3,1
10343608,Diffusion_L3,1
10525338,Diffusion_L3,1
11137246,Diffusion_L3,1
12393274,Diffusion_L3,1
10701320,Diffusion_L3,1
11488364,Diffusion_L3,1
10360718,Diffusion_L3,1
11128792,Diffusion_L3,1
8749374,Diffusion_L3,1
12379770,Diffusion_L3,1
12054098,Diffusion_L3,1
8494675,Diffusion_L3,1
10247943,Diffusion_L3,1
12204693,Diffusion_L3,1
12405672,Diffusion_L3,1
11010512,Diffusion_L3,1
12028678,Diffusion_L3,1
8350907,Diffusion_L3,1
11380322,Diffusion_L3,1
9047507,Diffusion_L3,1
10556542,Diffusion_L3,1
8162493,Diffusion_L3,1
11676412,Diffusion_L3,1
12099327,Diffusion_L3,1
11800050,Diffusion_L3,1
11725956,Diffusion_L3,1
12292564,Diffusion_L3,1
10086747,Diffusion_L3,1
8885559,Diffusion_L3,1
11862161,Diffusion_L3,1
11198434,Diffusion_L3,1
12066576,Diffusion_L3,1
9213410,Diffusion_L3,1
12314478,Diffusion_L3,1
9273846,Diffusion_L3,1
8179236,Diffusion_L3,1
6741187,Diffusion_L3,1
11080005,Diffusion_L3,1
9875414,Diffusion_L3,1
7659810,Diffusion_L3,1
11073980,Diffusion_L3,1
9191574,Diffusion_L3,1
8451107,Diffusion_L3,1
11840176,Diffusion_L3,1
9979957,Diffusion_L3,1
9740293,Diffusion_L3,1
11501795,Diffusion_L3,1
8324552,Diffusion_L3,1
D753717,Diffusion_L3,1
11813987,Diffusion_L3,1
9656608,Diffusion_L3,1
9240018,Diffusion_L3,1
9804902,Diffusion_L3,1
11380077,Diffusion_L3,1
11787402,Diffusion_L3,1
10908045,Diffusion_L3,1
12044851,Diffusion_L3,1
11548444,Diffusion_L3,1
12093608,Diffusion_L3,1
11047672,Diffusion_L3,1
6889171,Diffusion_L3,1
8294608,Diffusion_L3,1
9183178,Diffusion_L3,1
7423553,Diffusion_L3,1
11427125,Diffusion_L3,1
9623878,Diffusion_L3,1
10059335,Diffusion_L3,1
7409279,Diffusion_L3,1
10793067,Diffusion_L3,1
9146898,Diffusion_L3,1
11212612,Diffusion_L3,1
10169821,Diffusion_L3,1
10928374,Diffusion_L3,1
11609607,Diffusion_L3,1
10061392,Diffusion_L3,1
11869503,Diffusion_L3,1
9415299,Diffusion_L3,1
9789821,Diffusion_L3,1
11846981,Diffusion_L3,1
11448937,Diffusion_L3,1
8179586,Diffusion_L3,1
8670891,Diffusion_L3,1
7006904,Diffusion_L3,1
9055186,Diffusion_L3,1
11740705,Diffusion_L3,1
8260482,Diffusion_L3,1
12143712,Diffusion_L3,1
8612111,Diffusion_L3,1
11613209,Diffusion_L3,1
12100166,Diffusion_L3,1
10486596,Diffusion_L3,1
10515279,Diffusion_L3,1
9355401,Diffusion_L3,1
9783115,Diffusion_L3,1
9679215,Diffusion_L3,1
10166927,Diffusion_L3,1
10565999,Diffusion_L3,1
9696867,Diffusion_L3,1
11007934,Diffusion_L3,1
10359641,Diffusion_L3,1
12379981,Diffusion_L3,1
8352110,Diffusion_L3,1
7158867,Diffusion_L3,1
11277558,Diffusion_L3,1
12288298,Diffusion_L3,1
11443400,Diffusion_L3,1
10567633,Diffusion_L3,1
11790276,Diffusion_L3,1
9347716,Diffusion_L3,1
D750663,Diffusion_L3,1
RE49108,Diffusion_L3,1
9701307,Diffusion_L3,1
10409371,Diffusion_L3,1
11863943,Diffusion_L3,1
7869305,Diffusion_L3,1
9740922,Diffusion_L3,1
12212937,Diffusion_L3,1
D753721,Diffusion_L3,1
9357208,Diffusion_L3,1
11595569,Diffusion_L3,1
7916009,Diffusion_L3,1
10911721,Diffusion_L3,1
10864917,Diffusion_L3,1
9144744,Diffusion_L3,1
10990174,Diffusion_L3,1
6737989,Diffusion_L3,1
11798201,Diffusion_L3,1
9229107,Diffusion_L3,1
6844827,Diffusion_L3,1
11869165,Diffusion_L3,1
9628722,Diffusion_L3,1
11770665,Diffusion_L3,1
9809171,Diffusion_L3,1
12084049,Diffusion_L3,1
11706562,Diffusion_L3,1
11516297,Diffusion_L3,1
9589362,Diffusion_L3,1
10362219,Diffusion_L3,1
11722444,Diffusion_L3,1
9008940,Diffusion_L3,1
11592614,Diffusion_L3,1
11551669,Diffusion_L3,1
6909381,Diffusion_L3,1
12271035,Diffusion_L3,1
11715489,Diffusion_L3,1
9371099,Diffusion_L3,1
7103456,Diffusion_L3,1
11516610,Diffusion_L3,1
7739006,Diffusion_L3,1
11577645,Diffusion_L3,1
12333658,Diffusion_L3,1
11962938,Diffusion_L3,1
10453272,Diffusion_L3,1
10222224,Diffusion_L3,1
7227459,Diffusion_L3,1
11868531,Diffusion_L3,1
12050729,Diffusion_L3,1
7918570,Diffusion_L3,1
9008369,Diffusion_L3,1
10025138,Diffusion_L3,1
8195341,Diffusion_L3,1
9404749,Diffusion_L3,1
8775015,Diffusion_L3,1
11716301,Diffusion_L3,1
11535154,Diffusion_L3,1
12416798,Diffusion_L3,1
10300855,Diffusion_L3,1
11627141,Diffusion_L3,1
11708025,Diffusion_L3,1
12393272,Diffusion_L3,1
11131542,Diffusion_L3,1
11755194,Diffusion_L3,1
10735695,Diffusion_L3,1
8032264,Diffusion_L3,1
11696074,Diffusion_L3,1
11165949,Diffusion_L3,1
10241639,Diffusion_L3,1
12141416,Diffusion_L3,1
8825261,Diffusion_L3,1
7659811,Diffusion_L3,1
12039080,Diffusion_L3,1
12175999,Diffusion_L3,1
9937422,Diffusion_L3,1
11623559,Diffusion_L3,1
7522091,Diffusion_L3,1
9000903,Diffusion_L3,1
12165635,Diffusion_L3,1
11798553,Diffusion_L3,1
11728780,Diffusion_L3,1
11991505,Diffusion_L3,1
6684127,Diffusion_L3,1
10747982,Diffusion_L3,1
10089537,Diffusion_L3,1
11184711,Diffusion_L3,1
10055888,Diffusion_L3,1
11701585,Diffusion_L3,1
9747802,Diffusion_L3,1
D754189,Diffusion_L3,1
10019797,Diffusion_L3,1
7720597,Diffusion_L3,1
10120379,Diffusion_L3,1
10493916,Diffusion_L3,1
9940528,Diffusion_L3,1
10466962,Diffusion_L3,1
11129569,Diffusion_L3,1
10607094,Diffusion_L3,1
11451908,Diffusion_L3,1
10776382,Diffusion_L3,1
9998684,Diffusion_L3,1
10990189,Diffusion_L3,1
10336255,Diffusion_L3,1
11212449,Diffusion_L3,1
11183181,Diffusion_L3,1
10357714,Diffusion_L3,1
10593130,Diffusion_L3,1
11714535,Diffusion_L3,1
11794722,Diffusion_L3,1
8462745,Diffusion_L3,1
8462204,Diffusion_L3,1
11532105,Diffusion_L3,1
7145441,Diffusion_L3,1
9606647,Diffusion_L3,1
9558409,Diffusion_L3,1
10131279,Diffusion_L3,1
7280674,Diffusion_L3,1
12333404,Diffusion_L3,1
12386430,Diffusion_L3,1
11737832,Diffusion_L3,1
8154418,Diffusion_L3,1
7579980,Diffusion_L3,1
11977684,Diffusion_L3,1
9977247,Diffusion_L3,1
9786171,Diffusion_L3,1
6580976,Diffusion_L3,1
10752243,Diffusion_L3,1
10714115,Diffusion_L3,1
D754203,Diffusion_L3,1
10110795,Diffusion_L3,1
11521296,Diffusion_L3,1
12014742,Diffusion_L3,1
9225527,Diffusion_L3,1
9824587,Diffusion_L3,1
10338196,Diffusion_L3,1
9950707,Diffusion_L3,1
11961519,Diffusion_L3,1
6906621,Diffusion_L3,1
7916899,Diffusion_L3,1
10699711,Diffusion_L3,1
10870449,Diffusion_L3,1
10500489,Diffusion_L3,1
10999733,Diffusion_L3,1
8965677,Diffusion_L3,1
8965695,Diffusion_L3,1
11356606,Diffusion_L3,1
9346468,Diffusion_L3,1
8290665,Diffusion_L3,1
10293714,Diffusion_L3,1
10782847,Diffusion_L3,1
11321116,Diffusion_L3,1
10672197,Diffusion_L3,1
12393316,Diffusion_L3,1
9694753,Diffusion_L3,1
12299798,Diffusion_L3,1
11203340,Diffusion_L3,1
10144419,Diffusion_L3,1
9511715,Diffusion_L3,1
11562740,Diffusion_L3,1
11307432,Diffusion_L3,1
9972100,Diffusion_L3,1
11842734,Diffusion_L3,1
10144353,Diffusion_L3,1
11651692,Diffusion_L3,1
8354944,Diffusion_L3,1
9060341,Diffusion_L3,1
10321127,Diffusion_L3,1
11477590,Diffusion_L3,1
10889293,Diffusion_L3,1
10249030,Diffusion_L3,1
11807164,Diffusion_L3,1
11790625,Diffusion_L3,1
12189422,Diffusion_L3,1
11910123,Diffusion_L3,1
8706078,Diffusion_L3,1
8676491,Diffusion_L3,1
10104298,Diffusion_L3,1
11483514,Diffusion_L3,1
10875527,Diffusion_L3,1
12115978,Diffusion_L3,1
11778368,Diffusion_L3,1
11415426,Diffusion_L3,1
11120254,Diffusion_L3,1
11694689,Diffusion_L3,1
11389051,Diffusion_L3,1
10740960,Diffusion_L3,1
10093324,Diffusion_L3,1
9910497,Diffusion_L3,1
8818608,Diffusion_L3,1
12353840,Diffusion_L3,1
9436880,Diffusion_L3,1
11803345,Diffusion_L3,1
8280601,Diffusion_L3,1
9717461,Diffusion_L3,1
6822563,Diffusion_L3,1
8993951,Diffusion_L3,1
10308186,Diffusion_L3,1
10203402,Diffusion_L3,1
9030487,Diffusion_L3,1
7402786,Diffusion_L3,1
7994936,Diffusion_L3,1
11908434,Diffusion_L3,1
11789583,Diffusion_L3,1
10255489,Diffusion_L3,1
7579940,Diffusion_L3,1
9511779,Diffusion_L3,1
9796331,Diffusion_L3,1
8335032,Diffusion_L3,1
10244224,Diffusion_L3,1
10811015,Diffusion_L3,1
12236148,Diffusion_L3,1
8884788,Diffusion_L3,1
10904489,Diffusion_L3,1
7926960,Diffusion_L3,1
11609645,Diffusion_L3,1
10474297,Diffusion_L3,1
7382274,Diffusion_L3,1
10179545,Diffusion_L3,1
8041505,Diffusion_L3,1
9880286,Diffusion_L3,1
11977732,Diffusion_L3,1
10735642,Diffusion_L3,1
9811721,Diffusion_L3,1
11481031,Diffusion_L3,1
12165644,Diffusion_L3,1
11902287,Diffusion_L3,1
9400981,Diffusion_L3,1
11410431,Diffusion_L3,1
11948266,Diffusion_L3,1
11025859,Diffusion_L3,1
10593007,Diffusion_L3,1
12367879,Diffusion_L3,1
10241244,Diffusion_L3,1
6529831,Diffusion_L3,1
9996638,Diffusion_L3,1
D797627,Diffusion_L3,1
9654763,Diffusion_L3,1
11447070,Diffusion_L3,1
11838579,Diffusion_L3,1
11285873,Diffusion_L3,1
7325935,Diffusion_L3,1
7149625,Diffusion_L3,1
12077153,Diffusion_L3,1
8086406,Diffusion_L3,1
7183944,Diffusion_L3,1
9423874,Diffusion_L3,1
10046702,Diffusion_L3,1
9747696,Diffusion_L3,1
12298513,Diffusion_L3,1
10410411,Diffusion_L3,1
10272839,Diffusion_L3,1
11858413,Diffusion_L3,1
8629768,Diffusion_L3,1
8924020,Diffusion_L3,1
11592872,Diffusion_L3,1
10048765,Diffusion_L3,1
10509241,Diffusion_L3,1
8280621,Diffusion_L3,1
9809168,Diffusion_L3,1
8017898,Diffusion_L3,1
12047753,Diffusion_L3,1
12233860,Diffusion_L3,1
9994156,Diffusion_L3,1
9043093,Diffusion_L3,1
7826123,Diffusion_L3,1
9090234,Diffusion_L3,1
D772274,Diffusion_L3,1
7109854,Diffusion_L3,1
7388182,Diffusion_L3,1
12302037,Diffusion_L3,1
10574885,Diffusion_L3,1
12380238,Diffusion_L3,1
6771188,Diffusion_L3,1
8400704,Diffusion_L3,1
11175880,Diffusion_L3,1
10560610,Diffusion_L3,1
D809984,Diffusion_L3,1
11366316,Diffusion_L3,1
6519506,Diffusion_L3,1
10509972,Diffusion_L3,1
6411871,Diffusion_L3,1
10569804,Diffusion_L3,1
10257455,Diffusion_L3,1
10859768,Diffusion_L3,1
10296099,Diffusion_L3,1
11200900,Diffusion_L3,1
10926702,Diffusion_L3,1
10131280,Diffusion_L3,1
7089094,Diffusion_L3,1
12158612,Diffusion_L3,1
9977565,Diffusion_L3,1
10139829,Diffusion_L3,1
D1029031,Diffusion_L3,1
6662108,Diffusion_L3,1
9652984,Diffusion_L3,1
11577646,Diffusion_L3,1
11880509,Diffusion_L3,1
12394077,Diffusion_L3,1
6956503,Diffusion_L3,1
8325986,Diffusion_L3,1
12250536,Diffusion_L3,1
10853338,Diffusion_L3,1
11646045,Diffusion_L3,1
12239763,Diffusion_L3,1
11310596,Diffusion_L3,1
9912841,Diffusion_L3,1
7465693,Diffusion_L3,1
10971139,Diffusion_L3,1
11480791,Diffusion_L3,1
8150639,Diffusion_L3,1
10817795,Diffusion_L3,1
10446165,Diffusion_L3,1
11709373,Diffusion_L3,1
9090259,Diffusion_L3,1
9221399,Diffusion_L3,1
11775033,Diffusion_L3,1
10875455,Diffusion_L3,1
10223744,Diffusion_L3,1
9555803,Diffusion_L3,1
11778159,Diffusion_L3,1
12099713,Diffusion_L3,1
10710466,Diffusion_L3,1
9749541,Diffusion_L3,1
11811876,Diffusion_L3,1
9707896,Diffusion_L3,1
11790911,Diffusion_L3,1
9679367,Diffusion_L3,1
9744907,Diffusion_L3,1
10925465,Diffusion_L3,1
10370102,Diffusion_L3,1
8019513,Diffusion_L3,1
12200404,Diffusion_L3,1
11556306,Diffusion_L3,1
11482224,Diffusion_L3,1
11135510,Diffusion_L3,1
7570783,Diffusion_L3,1
11643113,Diffusion_L3,1
10690915,Diffusion_L3,1
7647178,Diffusion_L3,1
11734844,Diffusion_L3,1
7825600,Diffusion_L3,1
7280914,Diffusion_L3,1
11687224,Diffusion_L3,1
10327708,Diffusion_L3,1
10120857,Diffusion_L3,1
11635736,Diffusion_L3,1
12307287,Diffusion_L3,1
9701246,Diffusion_L3,1
8977439,Diffusion_L3,1
10643372,Diffusion_L3,1
12017588,Diffusion_L3,1
8184018,Diffusion_L3,1
11231294,Diffusion_L3,1
11245837,Diffusion_L3,1
10055186,Diffusion_L3,1
9043130,Diffusion_L3,1
11120794,Diffusion_L3,1
10163222,Diffusion_L3,1
11592871,Diffusion_L3,1
11402801,Diffusion_L3,1
8179281,Diffusion_L3,1
7565230,Diffusion_L3,1
10366308,Diffusion_L3,1
9187028,Diffusion_L3,1
11477327,Diffusion_L3,1
12034690,Diffusion_L3,1
12407792,Diffusion_L3,1
11715388,Diffusion_L3,1
10004462,Diffusion_L3,1
9783055,Diffusion_L3,1
10996073,Diffusion_L3,1
D766304,Diffusion_L3,1
10802183,Diffusion_L3,1
10873819,Diffusion_L3,1
11461355,Diffusion_L3,1
10922563,Diffusion_L3,1
8195188,Diffusion_L3,1
11432030,Diffusion_L3,1
11681143,Diffusion_L3,1
11895391,Diffusion_L3,1
6926374,Diffusion_L3,1
12032746,Diffusion_L3,1
7006917,Diffusion_L3,1
11768851,Diffusion_L3,1
9880635,Diffusion_L3,1
11727933,Diffusion_L3,1
10339352,Diffusion_L3,1
9823747,Diffusion_L3,1
11514898,Diffusion_L3,1
8994591,Diffusion_L3,1
9563809,Diffusion_L3,1
10802495,Diffusion_L3,1
11181929,Diffusion_L3,1
6650965,Diffusion_L3,1
D944776,Diffusion_L3,1
8655543,Diffusion_L3,1
11500514,Diffusion_L3,1
10241638,Diffusion_L3,1
9547795,Diffusion_L3,1
12099696,Diffusion_L3,1
9697643,Diffusion_L3,1
10606555,Diffusion_L3,1
11763573,Diffusion_L3,1
12100092,Diffusion_L3,1
11361518,Diffusion_L3,1
9073491,Diffusion_L3,1
9598014,Diffusion_L3,1
10293838,Diffusion_L3,1
8280560,Diffusion_L3,1
11269481,Diffusion_L3,1
9787904,Diffusion_L3,1
11442414,Diffusion_L3,1
10013888,Diffusion_L3,1
11071915,Diffusion_L3,1
9665249,Diffusion_L3,1
8977008,Diffusion_L3,1
9704027,Diffusion_L3,1
10620709,Diffusion_L3,1
10127738,Diffusion_L3,1
10842407,Diffusion_L3,1
9944283,Diffusion_L3,1
12086935,Diffusion_L3,1
12103522,Diffusion_L3,1
9022417,Diffusion_L3,1
11924545,Diffusion_L3,1
12001878,Diffusion_L3,1
6842189,Diffusion_L3,1
10126552,Diffusion_L3,1
9868463,Diffusion_L3,1
10880644,Diffusion_L3,1
7583184,Diffusion_L3,1
9545883,Diffusion_L3,1
10623704,Diffusion_L3,1
11794651,Diffusion_L3,1
11849299,Diffusion_L3,1
11995108,Diffusion_L3,1
11514656,Diffusion_L3,1
11953911,Diffusion_L3,1
9563951,Diffusion_L3,1
11506782,Diffusion_L3,1
11204692,Diffusion_L3,1
8727547,Diffusion_L3,1
11281013,Diffusion_L3,1
12200399,Diffusion_L3,1
8970592,Diffusion_L3,1
9487144,Diffusion_L3,1
6470272,Diffusion_L3,1
10765873,Diffusion_L3,1
10703299,Diffusion_L3,1
10829053,Diffusion_L3,1
11104327,Diffusion_L3,1
10603569,Diffusion_L3,1
11513350,Diffusion_L3,1
10580221,Diffusion_L3,1
8903592,Diffusion_L3,1
9415777,Diffusion_L3,1
11747568,Diffusion_L3,1
11400919,Diffusion_L3,1
11736860,Diffusion_L3,1
9317758,Diffusion_L3,1
12431128,Diffusion_L3,1
8095310,Diffusion_L3,1
9612341,Diffusion_L3,1
12169765,Diffusion_L3,1
11160455,Diffusion_L3,1
11124121,Diffusion_L3,1
12092914,Diffusion_L3,1
8170787,Diffusion_L3,1
11639846,Diffusion_L3,1
8659468,Diffusion_L3,1
12244957,Diffusion_L3,1
12380925,Diffusion_L3,1
11650044,Diffusion_L3,1
11789113,Diffusion_L3,1
9019091,Diffusion_L3,1
12118134,Diffusion_L3,1
9575315,Diffusion_L3,1
9779502,Diffusion_L3,1
9141189,Diffusion_L3,1
9365186,Diffusion_L3,1
9134398,Diffusion_L3,1
11927759,Diffusion_L3,1
7778753,Diffusion_L3,1
11438691,Diffusion_L3,1
7494231,Diffusion_L3,1
10187590,Diffusion_L3,1
12033296,Diffusion_L3,1
10186083,Diffusion_L3,1
